EmployeeNumber,Age,AgeBand,Gender,MaritalStatus,Department,JobRole,JobLevel,SeniorityBand,MonthlyIncome,MonthlyIncomeK,AnnualIncome,SalaryBand,Attrition,AttritionBinary,AttritionRiskScore,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,PromotionRecency,YearsWithCurrManager,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,JobSatisfactionLabel,EnvironmentSatisfaction,EnvironmentSatisfactionLabel,WorkLifeBalance,WorkLifeBalanceLabel,PerformanceRating,PerformanceLabel,OverTime,OvertimeBinary,BusinessTravel,DistanceFromHome,DistanceBand,Education,EducationField,StockOptionLevel,PercentSalaryHike,RelationshipSatisfaction,JobInvolvement
116,51,46-55,Male,Married,Research & Development,Laboratory Technician,1,Junior,2075,2.08,24900,Low (<3K),No,0,0.781,4,3-5 yrs,2,0,Just Promoted,3,3,10,4,4,Very High,4,Very High,3,Better,4,Outstanding,No,0,Travel_Rarely,9,Medium (6-15),4,Life Sciences,2,23,2,3
117,30,26-35,Male,Married,Research & Development,Healthcare Representative,2,Mid-Level,4152,4.15,49824,Medium (3-6K),No,0,1.024,11,11-20 yrs,10,10,5+ yrs,8,1,11,3,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),3,Life Sciences,3,19,1,2
118,46,46-55,Male,Single,Sales,Sales Executive,3,Senior,9619,9.62,115428,High (6-10K),Yes,1,1.008,9,6-10 yrs,8,4,3-5 yrs,7,1,9,3,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),2,Medical,0,16,4,2
119,40,36-45,Male,Married,Research & Development,Healthcare Representative,4,Lead,13503,13.5,162036,Very High (10K+),No,0,1.677,22,20+ yrs,3,11,5+ yrs,11,1,22,3,2,Medium,3,High,2,Good,4,Outstanding,No,0,Travel_Frequently,1,Near (1-5),4,Life Sciences,1,22,4,2
120,51,46-55,Male,Single,Sales,Sales Executive,2,Mid-Level,5441,5.44,65292,Medium (3-6K),No,0,1.529,10,6-10 yrs,7,1,1-2 yrs,0,0,11,2,4,Very High,3,High,1,Bad,4,Outstanding,Yes,1,Travel_Rarely,21,Far (16+),4,Marketing,0,22,4,3
121,30,26-35,Female,Divorced,Sales,Sales Executive,2,Mid-Level,5209,5.21,62508,Medium (3-6K),No,0,1.827,11,11-20 yrs,8,2,1-2 yrs,7,1,11,4,2,Medium,3,High,2,Good,3,Excellent,Yes,1,Travel_Rarely,4,Near (1-5),2,Medical,3,12,2,2
124,46,46-55,Male,Married,Research & Development,Healthcare Representative,3,Senior,10673,10.67,128076,Very High (10K+),No,0,2.113,10,6-10 yrs,9,9,5+ yrs,5,2,21,5,1,Low,3,High,2,Good,3,Excellent,Yes,1,Travel_Frequently,1,Near (1-5),3,Medical,1,13,3,2
125,32,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,5010,5.01,60120,Medium (3-6K),No,0,1.454,11,11-20 yrs,8,5,3-5 yrs,7,1,12,0,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),4,Medical,0,16,1,3
126,54,46-55,Female,Married,Research & Development,Research Director,3,Senior,13549,13.55,162588,Very High (10K+),No,0,1.907,4,3-5 yrs,3,0,Just Promoted,3,9,16,5,3,High,1,Low,1,Bad,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),4,Technical Degree,1,12,1,3
128,24,18-25,Female,Married,Sales,Sales Executive,2,Mid-Level,4999,5.0,59988,Medium (3-6K),No,0,1.76,3,3-5 yrs,2,0,Just Promoted,2,0,4,2,3,High,1,Low,2,Good,4,Outstanding,No,0,Travel_Rarely,3,Near (1-5),2,Other,1,21,1,3
129,28,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,4221,4.22,50652,Medium (3-6K),No,0,1.264,5,3-5 yrs,4,0,Just Promoted,4,1,5,3,3,High,2,Medium,4,Best,3,Excellent,No,0,Non-Travel,4,Near (1-5),3,Medical,0,15,2,3
131,58,55+,Male,Single,Sales,Sales Executive,4,Lead,13872,13.87,166464,Very High (10K+),No,0,1.191,37,20+ yrs,10,1,1-2 yrs,8,0,38,1,3,High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),4,Medical,0,13,3,3
132,44,36-45,Male,Married,Research & Development,Laboratory Technician,2,Mid-Level,2042,2.04,24504,Low (<3K),No,0,1.586,3,3-5 yrs,2,1,1-2 yrs,2,4,17,3,2,Medium,2,Medium,4,Best,3,Excellent,No,0,Non-Travel,23,Far (16+),3,Medical,1,12,3,3
133,37,36-45,Male,Divorced,Human Resources,Human Resources,1,Junior,2073,2.07,24876,Low (<3K),Yes,1,1.921,3,3-5 yrs,2,0,Just Promoted,2,4,7,3,1,Low,3,High,3,Better,4,Outstanding,Yes,1,Travel_Rarely,6,Medium (6-15),4,Human Resources,0,22,4,3
134,32,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2956,2.96,35472,Low (<3K),No,0,1.503,1,0-2 yrs,0,0,Just Promoted,0,1,1,2,1,Low,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),1,Life Sciences,0,13,4,3
137,20,18-25,Female,Single,Research & Development,Laboratory Technician,1,Junior,2926,2.93,35112,Low (<3K),Yes,1,0.977,1,0-2 yrs,0,1,1-2 yrs,0,1,1,5,4,Very High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Frequently,6,Medium (6-15),3,Life Sciences,0,18,2,2
138,34,26-35,Female,Single,Research & Development,Research Scientist,2,Mid-Level,4809,4.81,57708,Medium (3-6K),No,0,1.634,16,11-20 yrs,13,2,1-2 yrs,10,1,16,3,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),4,Other,0,14,3,3
139,37,36-45,Male,Divorced,Research & Development,Healthcare Representative,2,Mid-Level,5163,5.16,61956,Medium (3-6K),No,0,0.807,1,0-2 yrs,0,0,Just Promoted,0,5,17,2,4,Very High,3,High,4,Best,3,Excellent,No,0,Non-Travel,2,Near (1-5),2,Life Sciences,1,14,4,2
140,59,55+,Female,Married,Human Resources,Manager,5,Director,18844,18.84,226128,Very High (10K+),No,0,0.97,3,3-5 yrs,2,2,1-2 yrs,2,9,30,3,4,Very High,3,High,3,Better,4,Outstanding,No,0,Non-Travel,2,Near (1-5),4,Human Resources,1,21,4,2
141,50,46-55,Female,Married,Research & Development,Research Director,5,Director,18172,18.17,218064,Very High (10K+),No,0,2.203,8,6-10 yrs,3,0,Just Promoted,7,3,28,1,2,Medium,1,Low,2,Good,3,Excellent,Yes,1,Travel_Frequently,1,Near (1-5),3,Life Sciences,0,19,1,3
142,25,18-25,Male,Single,Sales,Sales Executive,2,Mid-Level,5744,5.74,68928,Medium (3-6K),Yes,1,1.417,6,6-10 yrs,4,0,Just Promoted,3,1,6,1,3,High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,5,Near (1-5),3,Marketing,0,11,4,2
143,25,18-25,Male,Married,Research & Development,Research Scientist,1,Junior,2889,2.89,34668,Low (<3K),No,0,0.787,2,0-2 yrs,2,2,1-2 yrs,1,1,2,2,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,7,Medium (6-15),1,Medical,2,11,3,2
144,22,18-25,Female,Single,Research & Development,Laboratory Technician,1,Junior,2871,2.87,34452,Low (<3K),No,0,1.202,0,0-2 yrs,0,0,Just Promoted,0,1,1,5,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,15,Medium (6-15),3,Medical,0,15,3,3
145,51,46-55,Female,Single,Research & Development,Healthcare Representative,3,Senior,7484,7.48,89808,High (6-10K),No,0,2.333,13,11-20 yrs,12,12,5+ yrs,8,3,23,1,1,Low,1,Low,2,Good,4,Outstanding,No,0,Travel_Frequently,1,Near (1-5),4,Medical,0,20,3,2
147,34,26-35,Male,Single,Research & Development,Laboratory Technician,2,Mid-Level,6074,6.07,72888,High (6-10K),Yes,1,1.824,9,6-10 yrs,7,0,Just Promoted,6,1,9,3,3,High,1,Low,3,Better,4,Outstanding,Yes,1,Travel_Frequently,7,Medium (6-15),3,Life Sciences,0,24,4,1
148,54,46-55,Female,Single,Human Resources,Manager,4,Lead,17328,17.33,207936,Very High (10K+),No,0,1.066,5,3-5 yrs,3,4,3-5 yrs,4,2,23,3,4,Very High,4,Very High,3,Better,3,Excellent,Yes,1,Non-Travel,26,Far (16+),3,Human Resources,0,12,3,4
150,24,18-25,Male,Married,Research & Development,Laboratory Technician,1,Junior,2774,2.77,33288,Low (<3K),No,0,1.469,5,3-5 yrs,3,1,1-2 yrs,2,0,6,2,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,18,Far (16+),1,Life Sciences,1,12,3,3
151,34,26-35,Female,Divorced,Research & Development,Research Scientist,2,Mid-Level,4505,4.5,54060,Medium (3-6K),No,0,1.471,1,0-2 yrs,0,0,Just Promoted,0,6,12,3,2,Medium,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),4,Life Sciences,1,15,3,2
152,37,36-45,Male,Single,Sales,Sales Executive,3,Senior,7428,7.43,89136,High (6-10K),No,0,0.967,5,3-5 yrs,3,1,1-2 yrs,3,2,12,3,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Life Sciences,0,12,1,3
153,34,26-35,Female,Single,Research & Development,Manager,3,Senior,11631,11.63,139572,Very High (10K+),No,0,1.751,11,11-20 yrs,10,5,3-5 yrs,8,2,14,6,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,5,Near (1-5),3,Medical,0,12,4,2
154,36,36-45,Female,Married,Sales,Sales Executive,3,Senior,9738,9.74,116856,High (6-10K),No,0,1.201,9,6-10 yrs,7,2,1-2 yrs,8,0,10,6,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,11,Medium (6-15),2,Technical Degree,1,14,3,3
155,36,36-45,Female,Divorced,Research & Development,Laboratory Technician,1,Junior,2835,2.84,34020,Low (<3K),No,0,1.36,1,0-2 yrs,0,0,Just Promoted,0,5,7,2,4,Very High,1,Low,3,Better,4,Outstanding,No,0,Travel_Rarely,3,Near (1-5),2,Life Sciences,1,22,1,3
158,43,36-45,Male,Married,Sales,Manager,4,Lead,16959,16.96,203508,Very High (10K+),No,0,1.116,25,20+ yrs,12,4,3-5 yrs,12,1,25,3,4,Very High,3,High,4,Best,3,Excellent,Yes,1,Travel_Frequently,26,Far (16+),2,Life Sciences,2,12,4,3
159,30,26-35,Male,Divorced,Research & Development,Research Scientist,1,Junior,2613,2.61,31356,Low (<3K),No,0,1.829,10,6-10 yrs,7,0,Just Promoted,9,1,10,2,3,High,1,Low,2,Good,4,Outstanding,No,0,Travel_Frequently,23,Far (16+),3,Life Sciences,3,25,3,1
160,33,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,6146,6.15,73752,High (6-10K),No,0,1.376,7,6-10 yrs,7,0,Just Promoted,7,0,8,2,2,Medium,3,High,4,Best,3,Excellent,No,0,Non-Travel,22,Far (16+),2,Marketing,1,13,1,3
161,56,55+,Female,Married,Research & Development,Research Scientist,1,Junior,4963,4.96,59556,Medium (3-6K),Yes,1,1.925,5,3-5 yrs,4,4,3-5 yrs,3,9,7,2,2,Medium,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,14,Medium (6-15),4,Life Sciences,3,18,1,3
162,51,46-55,Male,Single,Research & Development,Research Director,5,Director,19537,19.54,234444,Very High (10K+),No,0,1.721,20,11-20 yrs,18,15,5+ yrs,15,7,23,5,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),3,Life Sciences,0,13,3,3
163,31,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,6172,6.17,74064,High (6-10K),Yes,1,1.817,7,6-10 yrs,7,7,5+ yrs,7,4,12,3,3,High,2,Medium,2,Good,3,Excellent,Yes,1,Travel_Rarely,6,Medium (6-15),4,Life Sciences,0,18,2,1
164,26,26-35,Female,Married,Research & Development,Research Scientist,1,Junior,2368,2.37,28416,Low (<3K),No,0,1.647,5,3-5 yrs,4,4,3-5 yrs,3,1,5,3,2,Medium,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),3,Other,0,19,3,2
165,58,55+,Female,Married,Research & Development,Healthcare Representative,3,Senior,10312,10.31,123744,Very High (10K+),Yes,1,1.079,40,20+ yrs,10,15,5+ yrs,6,1,40,3,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,23,Far (16+),4,Medical,1,12,4,3
167,19,18-25,Male,Single,Sales,Sales Representative,1,Junior,1675,1.68,20100,Low (<3K),Yes,1,1.426,0,0-2 yrs,0,0,Just Promoted,0,1,0,2,3,High,4,Very High,2,Good,3,Excellent,Yes,1,Travel_Rarely,22,Far (16+),1,Marketing,0,19,4,3
169,22,18-25,Male,Married,Research & Development,Laboratory Technician,1,Junior,2523,2.52,30276,Low (<3K),No,0,0.97,2,0-2 yrs,1,2,1-2 yrs,1,0,3,2,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),1,Technical Degree,1,14,3,3
170,49,46-55,Female,Married,Research & Development,Manufacturing Director,2,Mid-Level,6567,6.57,78804,High (6-10K),No,0,1.952,15,11-20 yrs,11,5,3-5 yrs,11,1,16,2,1,Low,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,20,Far (16+),4,Medical,0,14,3,3
171,43,36-45,Female,Single,Research & Development,Research Scientist,1,Junior,4739,4.74,56868,Medium (3-6K),No,0,1.503,3,3-5 yrs,2,1,1-2 yrs,2,4,18,2,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,28,Far (16+),3,Medical,0,12,4,4
174,50,46-55,Female,Single,Sales,Sales Executive,3,Senior,9208,9.21,110496,High (6-10K),No,0,1.005,2,0-2 yrs,2,2,1-2 yrs,1,4,16,3,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Frequently,12,Medium (6-15),3,Marketing,0,11,4,3
175,31,26-35,Female,Married,Sales,Sales Executive,2,Mid-Level,4559,4.56,54708,Medium (3-6K),Yes,1,1.682,2,0-2 yrs,2,2,1-2 yrs,2,3,4,2,3,High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,20,Far (16+),3,Life Sciences,1,11,3,1
176,41,36-45,Male,Divorced,Sales,Sales Executive,3,Senior,8189,8.19,98268,High (6-10K),No,0,1.431,9,6-10 yrs,7,0,Just Promoted,7,3,12,2,3,High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,9,Medium (6-15),1,Life Sciences,1,13,3,3
177,26,26-35,Female,Married,Human Resources,Human Resources,1,Junior,2942,2.94,35304,Low (<3K),No,0,1.32,8,6-10 yrs,7,5,3-5 yrs,7,1,8,3,3,High,3,High,3,Better,4,Outstanding,No,0,Travel_Rarely,25,Far (16+),1,Life Sciences,1,23,4,3
178,36,36-45,Male,Divorced,Research & Development,Manufacturing Director,2,Mid-Level,4941,4.94,59292,Medium (3-6K),No,0,1.671,3,3-5 yrs,2,0,Just Promoted,1,6,7,0,2,Medium,2,Medium,3,Better,4,Outstanding,No,0,Travel_Rarely,6,Medium (6-15),2,Medical,2,20,4,3
179,51,46-55,Male,Single,Research & Development,Manufacturing Director,3,Senior,10650,10.65,127800,Very High (10K+),Yes,1,1.378,4,3-5 yrs,2,0,Just Promoted,3,2,18,2,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Frequently,8,Medium (6-15),4,Life Sciences,0,15,4,1
182,39,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,5902,5.9,70824,Medium (3-6K),No,0,0.897,15,11-20 yrs,11,5,3-5 yrs,9,4,17,1,3,High,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),4,Life Sciences,1,14,3,2
183,25,18-25,Male,Married,Sales,Sales Executive,2,Mid-Level,8639,8.64,103668,High (6-10K),No,0,1.71,2,0-2 yrs,2,2,1-2 yrs,2,2,6,3,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,28,Far (16+),3,Life Sciences,0,18,4,2
184,30,26-35,Male,Married,Human Resources,Human Resources,2,Mid-Level,6347,6.35,76164,High (6-10K),No,0,1.508,11,11-20 yrs,9,4,3-5 yrs,7,0,12,2,4,Very High,3,High,1,Bad,3,Excellent,Yes,1,Travel_Rarely,9,Medium (6-15),3,Human Resources,0,19,4,3
190,32,26-35,Female,Single,Research & Development,Laboratory Technician,1,Junior,4200,4.2,50400,Medium (3-6K),Yes,1,1.981,5,3-5 yrs,4,0,Just Promoted,4,7,10,2,1,Low,1,Low,4,Best,4,Outstanding,No,0,Travel_Rarely,9,Medium (6-15),3,Medical,0,22,1,3
192,45,36-45,Male,Single,Research & Development,Research Scientist,1,Junior,3452,3.45,41424,Medium (3-6K),No,0,1.2,6,6-10 yrs,5,0,Just Promoted,3,5,9,2,4,Very High,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,29,Far (16+),3,Medical,0,13,2,3
193,38,36-45,Female,Single,Research & Development,Research Scientist,2,Mid-Level,4317,4.32,51804,Medium (3-6K),No,0,1.224,3,3-5 yrs,2,2,1-2 yrs,2,3,19,2,3,High,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Rarely,3,Near (1-5),5,Technical Degree,0,20,2,3
194,30,26-35,Female,Single,Research & Development,Research Scientist,1,Junior,2632,2.63,31584,Low (<3K),No,0,1.812,5,3-5 yrs,4,0,Just Promoted,4,1,5,4,3,High,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,18,Far (16+),3,Life Sciences,0,14,3,3
195,32,26-35,Male,Divorced,Sales,Sales Executive,2,Mid-Level,4668,4.67,56016,Medium (3-6K),No,0,0.631,8,6-10 yrs,7,0,Just Promoted,7,0,9,2,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Travel_Frequently,9,Medium (6-15),2,Medical,3,17,4,1
197,30,26-35,Female,Divorced,Research & Development,Research Scientist,1,Junior,3204,3.2,38448,Medium (3-6K),No,0,1.531,3,3-5 yrs,2,2,1-2 yrs,2,5,8,3,1,Low,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,5,Near (1-5),3,Technical Degree,1,14,4,3
198,30,26-35,Male,Single,Research & Development,Laboratory Technician,1,Junior,2720,2.72,32640,Low (<3K),No,0,1.164,5,3-5 yrs,3,1,1-2 yrs,2,0,6,3,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),1,Medical,0,13,4,2
199,41,36-45,Male,Divorced,Research & Development,Manager,4,Lead,17181,17.18,206172,Very High (10K+),No,0,1.731,7,6-10 yrs,6,7,5+ yrs,7,4,21,2,1,Low,4,Very High,2,Good,3,Excellent,No,0,Travel_Frequently,10,Medium (6-15),3,Life Sciences,1,13,2,2
200,41,36-45,Male,Married,Research & Development,Laboratory Technician,1,Junior,2238,2.24,26856,Low (<3K),No,0,1.738,5,3-5 yrs,0,1,1-2 yrs,4,2,7,2,1,Low,3,High,3,Better,4,Outstanding,No,0,Travel_Rarely,9,Medium (6-15),4,Life Sciences,1,21,4,3
201,19,18-25,Female,Single,Research & Development,Laboratory Technician,1,Junior,1483,1.48,17796,Low (<3K),No,0,1.66,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,2,Medium,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),1,Medical,0,14,4,3
202,40,36-45,Female,Divorced,Research & Development,Research Scientist,2,Mid-Level,5605,5.6,67260,Medium (3-6K),No,0,1.753,20,11-20 yrs,7,2,1-2 yrs,13,1,20,2,2,Medium,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,26,Far (16+),3,Medical,1,11,1,3
204,35,26-35,Male,Married,Sales,Sales Executive,3,Senior,7295,7.3,87540,High (6-10K),No,0,1.453,10,6-10 yrs,8,0,Just Promoted,6,1,10,3,2,Medium,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),5,Marketing,2,13,1,3
205,53,46-55,Male,Married,Sales,Sales Representative,2,Mid-Level,2306,2.31,27672,Low (<3K),No,0,1.947,7,6-10 yrs,7,4,3-5 yrs,5,2,13,3,3,High,2,Medium,1,Bad,4,Outstanding,Yes,1,Travel_Rarely,6,Medium (6-15),2,Marketing,1,20,4,3
206,45,36-45,Male,Divorced,Research & Development,Laboratory Technician,2,Mid-Level,2348,2.35,28176,Low (<3K),No,0,1.981,17,11-20 yrs,9,0,Just Promoted,15,8,20,2,2,Medium,2,Medium,1,Bad,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),3,Life Sciences,1,18,3,3
207,32,26-35,Female,Single,Sales,Sales Executive,3,Senior,8998,9.0,107976,High (6-10K),No,0,1.198,9,6-10 yrs,8,3,3-5 yrs,7,1,9,2,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,8,Medium (6-15),3,Marketing,0,14,4,3
208,29,26-35,Male,Married,Research & Development,Manufacturing Director,2,Mid-Level,4319,4.32,51828,Medium (3-6K),No,0,1.003,10,6-10 yrs,7,0,Just Promoted,9,1,10,1,3,High,4,Very High,3,Better,3,Excellent,No,0,Non-Travel,1,Near (1-5),1,Technical Degree,1,13,1,3
211,51,46-55,Male,Married,Research & Development,Manufacturing Director,2,Mid-Level,6132,6.13,73584,High (6-10K),No,0,1.424,1,0-2 yrs,0,0,Just Promoted,0,2,10,2,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,7,Medium (6-15),4,Medical,0,17,3,2
214,58,55+,Female,Married,Research & Development,Research Scientist,1,Junior,3346,3.35,40152,Medium (3-6K),No,0,2.031,1,0-2 yrs,0,0,Just Promoted,0,4,9,3,2,Medium,2,Medium,2,Good,4,Outstanding,Yes,1,Travel_Rarely,9,Medium (6-15),3,Medical,1,20,2,2
215,40,36-45,Male,Married,Sales,Sales Executive,3,Senior,10855,10.86,130260,Very High (10K+),No,0,1.127,12,11-20 yrs,11,2,1-2 yrs,11,7,15,2,4,Very High,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),4,Marketing,1,11,1,2
216,34,26-35,Female,Married,Sales,Sales Representative,1,Junior,2231,2.23,26772,Low (<3K),No,0,1.214,4,3-5 yrs,3,1,1-2 yrs,2,6,6,3,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Frequently,2,Near (1-5),4,Marketing,1,18,4,3
217,22,18-25,Male,Married,Research & Development,Research Scientist,1,Junior,2323,2.32,27876,Low (<3K),No,0,1.029,2,0-2 yrs,2,2,1-2 yrs,2,1,2,6,4,Very High,3,High,3,Better,4,Outstanding,No,0,Travel_Rarely,19,Far (16+),1,Medical,2,24,1,3
218,27,26-35,Male,Divorced,Research & Development,Research Scientist,1,Junior,2024,2.02,24288,Low (<3K),No,0,1.594,2,0-2 yrs,2,2,1-2 yrs,2,6,6,1,2,Medium,4,Very High,1,Bad,3,Excellent,No,0,Non-Travel,9,Medium (6-15),3,Medical,1,18,4,3
221,28,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,2713,2.71,32556,Low (<3K),No,0,1.322,5,3-5 yrs,2,0,Just Promoted,2,1,5,2,4,Very High,3,High,1,Bad,3,Excellent,No,0,Travel_Rarely,21,Far (16+),3,Medical,1,11,3,3
223,57,55+,Male,Divorced,Research & Development,Healthcare Representative,3,Senior,9439,9.44,113268,High (6-10K),No,0,1.539,5,3-5 yrs,3,1,1-2 yrs,4,3,12,2,4,Very High,3,High,1,Bad,3,Excellent,Yes,1,Travel_Rarely,24,Far (16+),2,Life Sciences,1,16,2,4
224,27,26-35,Male,Divorced,Research & Development,Research Scientist,1,Junior,2566,2.57,30792,Low (<3K),No,0,1.56,1,0-2 yrs,1,0,Just Promoted,1,1,1,2,3,High,3,High,2,Good,3,Excellent,Yes,1,Non-Travel,3,Near (1-5),3,Medical,1,15,4,2
226,50,46-55,Female,Single,Research & Development,Manager,5,Director,19926,19.93,239112,Very High (10K+),No,0,1.515,5,3-5 yrs,4,4,3-5 yrs,4,3,21,5,2,Medium,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,11,Medium (6-15),3,Life Sciences,0,15,2,3
227,41,36-45,Male,Divorced,Research & Development,Research Scientist,1,Junior,2451,2.45,29412,Low (<3K),No,0,1.655,9,6-10 yrs,8,1,1-2 yrs,8,4,13,2,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,14,Medium (6-15),3,Life Sciences,1,12,1,3
228,30,26-35,Female,Married,Sales,Sales Executive,3,Senior,9419,9.42,113028,High (6-10K),No,0,1.214,10,6-10 yrs,9,7,5+ yrs,4,2,12,2,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,5,Near (1-5),3,Life Sciences,1,12,3,3
230,38,36-45,Female,Single,Sales,Sales Executive,2,Mid-Level,8686,8.69,104232,High (6-10K),No,0,1.203,8,6-10 yrs,3,0,Just Promoted,7,4,12,2,4,Very High,1,Low,4,Best,4,Outstanding,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,0,22,3,2
231,32,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,3038,3.04,36456,Medium (3-6K),No,0,1.227,5,3-5 yrs,4,1,1-2 yrs,4,3,8,2,3,High,3,High,3,Better,4,Outstanding,No,0,Travel_Rarely,6,Medium (6-15),5,Life Sciences,0,20,1,3
233,27,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,3058,3.06,36696,Medium (3-6K),No,0,1.865,5,3-5 yrs,2,1,1-2 yrs,1,0,6,3,2,Medium,3,High,2,Good,3,Excellent,Yes,1,Travel_Rarely,17,Far (16+),3,Technical Degree,1,16,4,3
235,19,18-25,Female,Single,Sales,Sales Representative,1,Junior,2325,2.33,27900,Low (<3K),Yes,1,1.553,0,0-2 yrs,0,0,Just Promoted,0,0,1,5,1,Low,3,High,4,Best,4,Outstanding,No,0,Travel_Frequently,1,Near (1-5),1,Technical Degree,0,21,1,1
238,36,36-45,Male,Single,Research & Development,Laboratory Technician,1,Junior,2088,2.09,25056,Low (<3K),No,0,1.457,8,6-10 yrs,7,7,5+ yrs,2,4,13,3,2,Medium,4,Very High,2,Good,3,Excellent,No,0,Travel_Frequently,3,Near (1-5),2,Medical,0,12,3,3
239,30,26-35,Male,Divorced,Research & Development,Laboratory Technician,2,Mid-Level,3072,3.07,36864,Medium (3-6K),No,0,1.771,12,11-20 yrs,9,6,5+ yrs,10,1,12,4,1,Low,3,High,3,Better,3,Excellent,No,0,Non-Travel,9,Medium (6-15),3,Medical,2,11,3,3
240,45,36-45,Female,Divorced,Sales,Sales Executive,2,Mid-Level,5006,5.01,60072,Medium (3-6K),No,0,1.764,5,3-5 yrs,4,0,Just Promoted,3,4,9,3,1,Low,3,High,4,Best,3,Excellent,Yes,1,Travel_Rarely,4,Near (1-5),2,Life Sciences,1,11,1,3
241,56,55+,Female,Divorced,Research & Development,Research Scientist,1,Junior,4257,4.26,51084,Medium (3-6K),No,0,1.941,2,0-2 yrs,2,2,1-2 yrs,2,4,19,3,1,Low,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,8,Medium (6-15),3,Life Sciences,1,18,3,3
242,33,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2500,2.5,30000,Low (<3K),No,0,0.807,3,3-5 yrs,1,0,Just Promoted,2,0,4,2,4,Very High,3,High,4,Best,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),3,Life Sciences,0,14,1,3
